acid,epoxide,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,temperature12,temperature13,temperature14,temperature15,temperature16,temperature17,temperature18,temperature19,temperature20,temperature21,temperature22,temperature23,temperature24,temperature25,temperature26,temperature27,temperature28,temperature29,temperature30,temperature31,temperature32,temperature33,temperature34,temperature35,temperature36,temperature37,temperature38,temperature39,temperature40,temperature41,temperature42,temperature43,temperature44,temperature45,temperature46,temperature47,temperature48,temperature49,temperature50,temperature51,temperature52,temperature53,temperature54,temperature55,temperature56,temperature57,temperature58,temperature59,temperature60,temperature61,temperature62,temperature63,temperature64,temperature65,temperature66,temperature67,temperature68,temperature69,temperature70,temperature71,density1,density2,density3,density4,density5,density6,density7,density8,density9,density10,density11,density12,density13,density14,density15,density16,density17,density18,density19,density20,density21,density22,density23,density24,density25,density26,density27,density28,density29,density30,density31,density32,density33,density34,density35,density36,density37,density38,density39,density40,density41,density42,density43,density44,density45,density46,density47,density48,density49,density50,density51,density52,density53,density54,density55,density56,density57,density58,density59,density60,density61,density62,density63,density64,density65,density66,density67,density68,density69,density70,density71
O=C(O)CCC(CCC(=O)O)C(=O)NCC(=O)Nc1cccc2ccccc12,COC(=O)c1cccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,800.3950,789.4580,779.8230,768.1870,759.6180,750.2720,740.0620,730.3320,720.4550,710.2090,700.1900,689.7760,680.1330,670.5060,660.0370,650.7910,639.8110,630.8710,619.6650,609.5240,599.7320,590.3480,580.7150,570.4050,560.0510,550.2170,538.8690,529.8240,520.1880,510.3180,499.9540,490.0830,479.6620,469.9300,460.3890,449.3480,439.4150,429.8620,420.0580,409.8950,400.3250,390.5770,379.9410,369.9910,359.9010,350.1860,339.5870,329.7990,319.7190,309.0260,300.3710,289.8100,279.9320,270.0760,260.0650,249.8390,239.7870,229.7090,220.3610,210.3740,200.1530,189.8740,180.0130,169.8230,159.9260,150.1460,139.9170,129.9670,119.9990,110.0480,99.8783,1.0025,1.0162,1.0125,1.0225,1.0135,1.0264,1.0301,1.0369,1.0404,1.0435,1.0637,1.0636,1.0594,1.0653,1.0716,1.0750,1.0891,1.0919,1.0919,1.1021,1.1083,1.1105,1.1199,1.1324,1.1249,1.1364,1.1325,1.1401,1.1436,1.1460,1.1526,1.1550,1.1589,1.1669,1.1690,1.1754,1.1758,1.1838,1.1854,1.1913,1.1932,1.1924,1.1979,1.2017,1.2076,1.2099,1.2100,1.2119,1.2109,1.2193,1.2170,1.2198,1.2234,1.2254,1.2284,1.2292,1.2335,1.2360,1.2380,1.2403,1.2429,1.2446,1.2481,1.2488,1.2511,1.2530,1.2559,1.2572,1.2584,1.2608,1.2619
O=C(O)CCC(CCC(=O)O)C(=O)NCC(=O)Nc1cccc2ccccc12,COC(=O)c1cccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,800.3960,789.6220,779.5660,769.7200,762.2550,750.0820,740.4730,729.6430,720.6210,710.2330,699.8560,689.4060,680.1640,669.7180,659.8620,649.4090,640.6070,630.3520,620.3600,610.4610,599.4510,590.3170,579.5140,569.3930,560.5750,550.0960,540.7010,530.7920,520.0350,509.8160,499.9060,490.1830,479.4680,469.9970,458.7730,450.2470,439.9530,429.7590,419.9680,410.3520,399.7380,389.8820,380.2190,369.9930,360.0040,349.3620,339.8740,330.0400,319.8080,309.8340,300.0560,290.0720,279.7970,270.5750,260.0900,250.3630,239.9340,230.1620,220.0010,210.1290,200.0840,190.2890,180.3300,170.0330,159.8710,149.7880,140.1040,129.9180,120.0810,109.9190,100.1360,0.9959,1.0090,1.0042,1.0056,1.0248,1.0293,1.0292,1.0410,1.0446,1.0516,1.0597,1.0603,1.0563,1.0652,1.0697,1.0744,1.0945,1.1025,1.0978,1.1013,1.1029,1.1101,1.1220,1.1174,1.1102,1.1344,1.1403,1.1357,1.1410,1.1532,1.1555,1.1601,1.1689,1.1640,1.1786,1.1777,1.1776,1.1847,1.1909,1.1923,1.1977,1.1953,1.2036,1.2047,1.2074,1.2088,1.2119,1.2159,1.2160,1.2190,1.2250,1.2234,1.2271,1.2294,1.2317,1.2346,1.2371,1.2393,1.2411,1.2415,1.2462,1.2471,1.2490,1.2510,1.2550,1.2556,1.2575,1.2607,1.2628,1.2645,1.2657
O=C(O)CCC(CCC(=O)O)C(=O)NCC(=O)Nc1cccc2ccccc12,COC(=O)c1cccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,799.5240,790.0270,781.0530,770.1030,759.6560,749.5680,740.7480,729.6640,720.0990,710.8610,700.0180,689.7540,678.7550,670.6370,660.5030,649.8840,639.3810,629.7310,620.2270,609.8210,600.7040,590.9500,579.4870,569.6600,559.1060,550.2870,539.2290,529.8220,520.6170,510.2320,499.7560,490.1770,479.5990,470.0170,459.9020,450.6720,440.4760,430.1690,420.2970,409.8330,400.2710,390.8820,380.0370,370.4220,359.8960,350.1920,340.2530,329.9150,319.5310,310.4410,299.8550,289.9920,280.0930,269.6660,260.2390,250.1450,239.7570,230.0770,220.2870,210.0740,200.0060,190.3220,179.7860,170.2190,160.1850,149.9100,140.0280,129.9530,120.0610,110.0390,99.9773,1.0058,1.0054,1.0093,1.0228,1.0254,1.0301,1.0276,1.0285,1.0459,1.0469,1.0545,1.0501,1.0744,1.0672,1.0715,1.0785,1.0932,1.0880,1.0899,1.1037,1.1039,1.1117,1.1084,1.1241,1.1249,1.1308,1.1449,1.1410,1.1337,1.1472,1.1458,1.1483,1.1591,1.1640,1.1693,1.1695,1.1764,1.1773,1.1849,1.1852,1.1917,1.1928,1.1977,1.1916,1.1989,1.1990,1.2036,1.2086,1.2123,1.2134,1.2170,1.2191,1.2241,1.2241,1.2261,1.2289,1.2317,1.2333,1.2374,1.2408,1.2428,1.2442,1.2468,1.2485,1.2506,1.2518,1.2546,1.2564,1.2580,1.2604,1.2617
O=C(O)CCC(CCC(=O)O)C(=O)NCC(=O)Nc1cccc2ccccc12,COC(=O)c1cccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,799.6980,788.7630,778.7030,770.5560,760.0680,749.2230,740.0400,731.0450,720.7240,710.1600,700.2590,690.9570,680.0340,669.9130,661.3130,649.5610,641.0830,630.2480,619.4040,610.2620,598.7160,589.3640,580.0270,569.9780,559.9530,550.3310,539.7400,530.4320,520.1230,509.9430,500.5500,490.6860,480.4610,470.3070,460.0910,450.1490,439.6090,429.7480,419.8570,410.4780,399.6950,390.2090,380.2030,370.0300,360.3590,350.0350,340.1260,330.1460,320.1370,309.9670,300.1000,290.0750,279.9420,269.8500,259.8280,250.1510,239.8340,229.6780,219.6530,210.0130,199.8280,190.1200,180.0150,169.9510,160.1950,150.1520,140.0180,129.9000,120.0720,109.9170,100.1110,1.0010,1.0187,0.9964,1.0163,1.0165,1.0315,1.0250,1.0312,1.0395,1.0540,1.0561,1.0634,1.0729,1.0872,1.0753,1.0877,1.0978,1.1005,1.1079,1.0987,1.1006,1.1165,1.1174,1.1217,1.1249,1.1308,1.1365,1.1448,1.1423,1.1576,1.1589,1.1628,1.1673,1.1718,1.1802,1.1839,1.1844,1.1884,1.1897,1.1927,1.1983,1.2017,1.2010,1.1994,1.1997,1.2046,1.2087,1.2124,1.2156,1.2171,1.2200,1.2196,1.2228,1.2250,1.2287,1.2296,1.2328,1.2346,1.2350,1.2384,1.2394,1.2447,1.2456,1.2457,1.2484,1.2495,1.2516,1.2548,1.2572,1.2593,1.2611
O=C(O)CCC(CCC(=O)O)C(=O)NCC(=O)Nc1cccc2ccccc12,COC(=O)c1cccc(C=CC(=O)c2cc(OCC3CO3)ccc2OCC2CO2)c1,799.5330,790.0980,780.6650,771.0990,759.6070,747.9530,739.6170,730.0250,719.6900,709.5130,698.8620,690.1710,680.0550,669.9920,659.6860,649.4590,639.9940,630.0440,619.3680,609.7500,599.7050,590.3590,580.8240,570.0420,559.6950,550.4080,539.8360,530.0050,520.1290,508.8070,499.6790,490.2410,479.0370,469.6020,460.0100,450.0120,440.2880,430.4040,419.9170,409.9310,400.1930,390.5880,379.4650,370.2230,360.1490,350.4350,339.5790,330.1760,319.6430,309.8450,300.2930,289.9240,279.9350,269.5860,260.3070,250.0620,240.1000,229.9230,220.1230,210.2900,199.7750,189.8000,180.0060,170.0010,159.9820,149.9770,139.8820,129.8660,119.9830,110.2200,99.8796,1.0011,1.0071,1.0108,1.0084,1.0240,1.0303,1.0340,1.0439,1.0442,1.0440,1.0558,1.0549,1.0613,1.0632,1.0711,1.0704,1.0927,1.0938,1.1017,1.1028,1.1088,1.1129,1.1148,1.1299,1.1370,1.1267,1.1373,1.1488,1.1476,1.1517,1.1579,1.1621,1.1681,1.1746,1.1755,1.1750,1.1809,1.1842,1.1899,1.1943,1.1897,1.1918,1.1963,1.2012,1.2092,1.2113,1.2140,1.2173,1.2214,1.2229,1.2219,1.2255,1.2281,1.2297,1.2327,1.2350,1.2377,1.2401,1.2419,1.2448,1.2462,1.2491,1.2499,1.2522,1.2542,1.2563,1.2574,1.2604,1.2615,1.2631,1.2651
Cn1ccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(O)n1,800.6530,791.2610,779.6820,769.9320,759.2980,749.2200,739.4560,730.5150,720.0030,710.7720,700.8370,689.6890,680.6510,670.4080,660.7480,650.0070,639.9230,630.5330,619.7000,610.3000,600.2460,589.6490,580.0190,570.0250,560.3000,550.1980,540.2930,530.3660,519.6810,510.1420,500.7630,490.0530,479.9720,469.2600,460.1690,450.8050,440.1970,430.2810,420.0610,409.2550,399.6600,390.7340,379.7260,369.8220,360.0370,349.6880,339.7800,330.1520,320.1580,310.2800,299.7420,290.1750,280.2070,269.9840,259.7790,250.1780,240.0110,230.1560,219.7740,210.1580,199.9800,189.8660,180.1130,169.8880,160.1550,149.9910,140.1380,130.0580,119.9820,110.0740,99.9265,1.0518,1.0514,1.0625,1.0625,1.0730,1.0705,1.0866,1.0803,1.1017,1.0904,1.0971,1.0989,1.1055,1.1127,1.1180,1.1253,1.1347,1.1398,1.1442,1.1449,1.1530,1.1550,1.1535,1.1722,1.1683,1.1757,1.1783,1.1776,1.1874,1.1953,1.1990,1.2000,1.2012,1.2068,1.2141,1.2206,1.2169,1.2201,1.2204,1.2307,1.2256,1.2292,1.2297,1.2322,1.2391,1.2409,1.2420,1.2483,1.2506,1.2510,1.2510,1.2553,1.2568,1.2631,1.2610,1.2652,1.2694,1.2698,1.2725,1.2750,1.2768,1.2783,1.2788,1.2807,1.2815,1.2847,1.2878,1.2899,1.2915,1.2932,1.2952
Cn1ccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(O)n1,800.6400,789.7760,779.3630,771.3630,760.8420,750.2410,739.4630,731.1280,720.2490,710.6820,699.7420,688.6350,679.9280,670.8010,659.7040,650.1030,639.9290,629.8370,619.6670,610.9750,600.6010,589.8990,580.3340,568.7740,559.3800,549.8200,540.1590,530.7030,519.4500,510.4940,500.2340,489.5280,480.3830,469.2510,459.4700,450.5590,440.2100,429.7720,420.0010,410.5250,399.6130,390.4010,379.8840,369.3370,359.8630,349.9510,339.9490,330.3310,320.0550,310.0300,300.1340,290.2180,280.0750,270.1360,260.0860,249.9210,239.9830,229.7840,220.1130,210.2720,199.7840,189.7270,179.8980,170.2720,159.8090,149.9540,140.1990,130.0210,119.8520,109.9600,99.9830,1.0536,1.0595,1.0674,1.0624,1.0607,1.0736,1.0808,1.0843,1.0860,1.0906,1.0979,1.1068,1.1053,1.1081,1.1154,1.1301,1.1262,1.1359,1.1428,1.1509,1.1514,1.1600,1.1628,1.1654,1.1735,1.1732,1.1772,1.1863,1.1791,1.1882,1.1984,1.2058,1.1995,1.2031,1.2024,1.2083,1.2113,1.2132,1.2170,1.2195,1.2214,1.2249,1.2269,1.2299,1.2341,1.2352,1.2405,1.2401,1.2442,1.2444,1.2456,1.2494,1.2497,1.2535,1.2551,1.2575,1.2610,1.2622,1.2619,1.2638,1.2675,1.2695,1.2711,1.2730,1.2746,1.2758,1.2774,1.2787,1.2824,1.2842,1.2856
Cn1ccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(O)n1,800.1100,789.9950,780.2430,769.2200,759.2730,749.5860,739.7550,730.9080,720.4240,710.8710,699.8810,689.4510,679.3710,669.9730,660.4130,649.8550,639.3320,629.7500,620.1240,609.8510,600.6140,590.1690,579.8350,569.7420,559.1760,549.5790,539.9420,529.5340,519.5380,510.6060,500.0420,490.3340,480.2220,470.0920,459.8160,450.4740,440.7270,429.7150,419.6030,409.7630,400.2550,389.9070,379.8540,369.8130,359.5060,350.3780,339.9840,330.3470,320.1520,309.8870,299.8980,290.0510,280.2780,269.9770,260.3240,249.9270,240.0600,229.8370,219.9380,210.1720,199.7880,190.1840,180.2200,169.8710,160.1370,150.1400,140.1080,129.7860,120.0640,110.0670,100.1000,1.0594,1.0618,1.0575,1.0497,1.0700,1.0698,1.0841,1.0871,1.0949,1.1085,1.1049,1.1021,1.1074,1.1103,1.1163,1.1304,1.1253,1.1345,1.1482,1.1513,1.1550,1.1601,1.1618,1.1681,1.1691,1.1678,1.1878,1.1897,1.1928,1.1902,1.2008,1.2069,1.1998,1.2076,1.2094,1.2163,1.2242,1.2268,1.2276,1.2356,1.2367,1.2375,1.2393,1.2451,1.2443,1.2485,1.2505,1.2544,1.2550,1.2558,1.2593,1.2633,1.2649,1.2685,1.2699,1.2712,1.2731,1.2752,1.2769,1.2799,1.2835,1.2847,1.2862,1.2878,1.2897,1.2918,1.2936,1.2953,1.2975,1.2988,1.3010
Cn1ccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(O)n1,799.8900,790.2050,780.3240,770.2730,760.1500,750.4000,740.1120,729.7300,719.7620,709.9850,699.8480,689.6510,679.3590,669.2240,660.3890,650.2290,639.3730,629.8580,619.8070,610.1620,600.7040,589.2080,579.1280,569.9930,559.9690,550.3330,539.6380,529.5460,519.5700,509.6720,499.3680,489.5210,479.4410,470.0160,459.9910,450.1590,439.5160,430.3240,419.2670,409.9020,400.4100,390.3570,380.0360,369.8940,360.2820,350.2100,339.8580,330.7030,319.9900,309.8070,300.1400,289.6580,279.9420,269.5640,259.8330,249.6130,239.8550,229.8400,220.0830,209.9680,200.2710,189.9900,180.2060,170.2540,160.1650,149.9090,140.0060,130.0760,119.9420,110.0440,100.0730,1.0465,1.0590,1.0612,1.0681,1.0713,1.0785,1.0871,1.0861,1.0956,1.0856,1.0896,1.0988,1.1006,1.1066,1.1129,1.1253,1.1229,1.1297,1.1428,1.1441,1.1530,1.1594,1.1581,1.1580,1.1691,1.1801,1.1732,1.1839,1.1813,1.1934,1.2005,1.2029,1.2128,1.2167,1.2107,1.2128,1.2223,1.2189,1.2260,1.2298,1.2362,1.2373,1.2385,1.2420,1.2434,1.2466,1.2504,1.2533,1.2525,1.2574,1.2582,1.2604,1.2611,1.2633,1.2657,1.2690,1.2708,1.2739,1.2741,1.2766,1.2776,1.2806,1.2821,1.2837,1.2866,1.2888,1.2896,1.2911,1.2933,1.2956,1.2969
Cn1ccc(CCNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)n1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(O)n1,801.2390,790.3290,780.0930,769.4900,758.8770,750.1310,740.2940,730.6840,720.7290,708.8540,700.0160,689.8940,679.7810,669.9430,660.4180,650.7190,640.4560,630.2000,619.5400,610.1950,599.7070,590.6330,579.2450,571.0410,559.8600,549.5290,539.7990,529.6460,520.1870,509.8790,499.8700,489.5840,480.6570,469.6130,460.2560,449.8410,439.7250,430.6610,419.9080,409.6810,400.5250,390.9240,379.8310,370.2050,360.0280,350.0170,340.5540,329.9450,319.9890,309.6550,300.0370,289.6610,280.2200,269.6670,259.8840,250.2770,239.8300,229.9100,219.9290,209.7410,199.9500,190.1360,179.8510,169.8160,160.1280,150.2190,139.9230,130.0850,120.1220,110.0670,99.9354,1.0451,1.0499,1.0442,1.0675,1.0744,1.0676,1.0749,1.0720,1.0849,1.0939,1.0979,1.0998,1.1081,1.1094,1.1131,1.1115,1.1261,1.1316,1.1432,1.1460,1.1418,1.1531,1.1496,1.1506,1.1482,1.1696,1.1782,1.1703,1.1778,1.1846,1.1876,1.1977,1.1994,1.2029,1.2026,1.2068,1.2079,1.2117,1.2148,1.2154,1.2190,1.2213,1.2249,1.2275,1.2331,1.2353,1.2358,1.2392,1.2421,1.2412,1.2437,1.2473,1.2478,1.2507,1.2530,1.2553,1.2554,1.2580,1.2580,1.2613,1.2634,1.2658,1.2670,1.2695,1.2715,1.2722,1.2749,1.2765,1.2792,1.2822,1.2830
CN(C)c1cccnc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Cc1ccc(OCC2CO2)cc1)N1CCN(CCC2CO2)CC1,799.0810,789.6420,779.6350,768.9620,759.9860,749.4900,739.1160,729.7670,720.1630,709.6050,699.1660,689.3160,680.9470,669.9240,658.6900,649.1680,640.5210,629.9520,619.0340,610.5120,600.4650,589.4730,579.7910,570.1800,560.5050,550.7680,540.3130,530.3570,519.6990,510.3530,500.6170,490.2810,480.4660,470.0710,460.0700,450.7380,439.6800,429.9120,419.8660,409.8860,399.8850,389.5840,380.2420,370.0610,360.3500,350.3480,340.2830,330.0900,319.7430,310.0020,300.1130,290.3700,280.0760,269.9650,259.8430,250.0940,240.1360,229.7010,220.2480,210.0890,199.6850,190.0970,180.1580,169.6950,159.8750,150.0210,140.1190,129.9600,119.9250,110.1340,99.9171,0.9367,0.9443,0.9422,0.9593,0.9553,0.9695,0.9733,0.9735,0.9869,0.9861,0.9866,1.0056,0.9958,1.0064,1.0084,1.0209,1.0236,1.0297,1.0370,1.0373,1.0472,1.0530,1.0573,1.0577,1.0659,1.0632,1.0743,1.0832,1.0917,1.0942,1.0917,1.0975,1.1070,1.1083,1.1183,1.1204,1.1263,1.1231,1.1308,1.1338,1.1350,1.1380,1.1414,1.1455,1.1442,1.1460,1.1502,1.1593,1.1639,1.1652,1.1676,1.1691,1.1721,1.1752,1.1775,1.1784,1.1815,1.1862,1.1853,1.1883,1.1908,1.1924,1.1961,1.1976,1.1989,1.2012,1.2028,1.2055,1.2069,1.2090,1.2105
CN(C)c1cccnc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Cc1ccc(OCC2CO2)cc1)N1CCN(CCC2CO2)CC1,799.2710,789.1850,779.4400,770.2680,759.1110,750.3120,740.5350,730.3450,719.0230,709.9490,700.2440,689.6470,678.6060,670.5620,661.5430,649.4670,639.0950,630.1240,620.7500,609.5960,599.8480,590.5540,580.0140,568.8520,559.9730,550.0990,540.3910,529.9120,519.6180,510.1020,500.6680,489.9530,480.2300,470.1020,460.1580,450.7550,439.8510,430.0100,420.0720,410.2790,399.8470,389.7510,380.0380,369.8140,359.5600,349.8950,340.3110,330.0960,320.1660,310.3980,299.7320,290.4070,279.6090,269.5460,260.0690,250.0700,239.9620,229.8390,219.9100,209.9180,200.0370,189.4620,180.0140,169.8380,160.1810,149.8090,140.0910,129.8930,120.1100,109.9160,99.9169,0.9331,0.9512,0.9474,0.9533,0.9562,0.9664,0.9804,0.9810,0.9837,0.9922,0.9901,0.9941,1.0006,1.0068,1.0193,1.0200,1.0220,1.0203,1.0405,1.0357,1.0490,1.0461,1.0545,1.0608,1.0658,1.0765,1.0780,1.0844,1.0920,1.0990,1.1004,1.1141,1.1188,1.1232,1.1210,1.1242,1.1349,1.1369,1.1360,1.1430,1.1453,1.1466,1.1519,1.1577,1.1589,1.1596,1.1629,1.1649,1.1675,1.1695,1.1692,1.1751,1.1778,1.1801,1.1810,1.1833,1.1846,1.1862,1.1902,1.1925,1.1941,1.1971,1.1984,1.2010,1.2029,1.2053,1.2070,1.2091,1.2110,1.2129,1.2156
CN(C)c1cccnc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Cc1ccc(OCC2CO2)cc1)N1CCN(CCC2CO2)CC1,800.5630,789.0170,780.0870,769.6580,760.0680,750.9170,740.8640,729.9780,719.8830,709.2340,700.2590,690.2060,679.5580,670.3370,659.4930,650.2290,639.6560,630.2470,620.0960,610.7380,600.6910,590.0240,578.6230,570.2110,559.5620,550.0610,539.2180,529.1210,519.5890,510.1170,500.0660,489.7090,479.7360,470.3510,460.0860,450.3910,440.5160,430.0990,420.2080,410.4380,399.2920,390.1010,380.6330,370.1590,360.8260,350.5080,340.2070,329.8940,319.9210,309.7310,299.8410,289.9710,280.2830,269.8870,259.5420,250.1530,240.3170,230.1190,219.5580,209.9670,200.1190,189.8100,179.8470,170.1650,159.7250,150.1670,139.9470,129.9840,120.0790,109.9350,99.9290,0.9391,0.9412,0.9380,0.9654,0.9636,0.9737,0.9684,0.9752,0.9838,0.9894,0.9893,1.0030,0.9998,1.0079,1.0222,1.0218,1.0196,1.0295,1.0338,1.0361,1.0533,1.0574,1.0508,1.0740,1.0640,1.0720,1.0705,1.0747,1.0816,1.0881,1.0921,1.0923,1.1095,1.1181,1.1268,1.1276,1.1285,1.1378,1.1347,1.1452,1.1455,1.1487,1.1493,1.1555,1.1592,1.1656,1.1666,1.1701,1.1727,1.1776,1.1777,1.1793,1.1818,1.1839,1.1865,1.1890,1.1920,1.1926,1.1952,1.1965,1.1992,1.2021,1.2032,1.2063,1.2090,1.2112,1.2125,1.2149,1.2167,1.2181,1.2203
CN(C)c1cccnc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Cc1ccc(OCC2CO2)cc1)N1CCN(CCC2CO2)CC1,801.1320,790.3940,779.5540,769.8710,760.5940,750.0190,739.7790,730.0990,719.3370,709.5370,699.6420,689.8010,680.1420,670.1780,661.4210,649.9860,640.3490,628.4020,619.5520,609.5800,600.1930,590.3550,579.9700,569.9600,560.4800,550.5050,539.1300,529.7290,519.4300,510.0550,499.3260,489.5220,480.2390,469.8120,460.2290,450.2810,439.7660,430.3150,419.8200,409.9340,399.9780,389.9330,380.0130,370.0320,360.3710,350.0660,339.5280,329.9900,319.9490,310.0270,300.1590,290.3640,279.8450,270.5410,259.9680,249.9660,239.8290,230.3680,219.9340,210.4110,199.9140,189.8560,179.9180,170.0510,160.0760,150.0570,140.0240,130.0590,119.9350,110.1130,100.1810,0.9466,0.9482,0.9529,0.9505,0.9615,0.9730,0.9786,0.9746,0.9767,0.9869,0.9945,0.9992,1.0085,1.0119,1.0196,1.0214,1.0266,1.0221,1.0304,1.0446,1.0350,1.0509,1.0645,1.0662,1.0647,1.0685,1.0711,1.0822,1.0904,1.0932,1.1019,1.1068,1.1073,1.1081,1.1144,1.1150,1.1232,1.1231,1.1274,1.1276,1.1231,1.1303,1.1398,1.1364,1.1406,1.1439,1.1441,1.1484,1.1552,1.1606,1.1619,1.1668,1.1709,1.1722,1.1752,1.1777,1.1797,1.1818,1.1836,1.1864,1.1885,1.1905,1.1921,1.1929,1.1949,1.1973,1.1999,1.2006,1.2028,1.2048,1.2073
CN(C)c1cccnc1C(=O)N(CCC(=O)O)CCC(=O)O,O=C(Cc1ccc(OCC2CO2)cc1)N1CCN(CCC2CO2)CC1,798.2590,789.5790,780.8680,770.1450,759.4410,750.5090,740.2270,730.3070,720.2090,710.1110,700.2740,690.0240,680.2810,670.0620,660.7650,649.6300,640.2710,629.8540,620.9680,609.9540,600.2980,590.2850,580.6900,570.2920,560.4480,550.4790,539.6210,529.2750,519.6140,510.3140,499.9780,490.4520,480.0230,469.5580,460.4410,450.0080,440.1930,429.8560,420.0680,410.4600,399.9380,389.9650,379.8530,369.8790,359.8270,350.0490,339.7500,330.3270,319.4110,310.4860,300.1830,289.9000,280.4460,269.7690,260.2780,249.6520,240.1610,229.9320,220.1950,209.9390,200.0890,190.0700,180.4130,169.8940,159.9350,150.0970,140.0880,129.8060,120.1690,110.2080,100.0520,0.9385,0.9463,0.9505,0.9605,0.9638,0.9595,0.9814,0.9784,0.9779,0.9837,0.9887,0.9950,1.0023,1.0122,1.0194,1.0331,1.0171,1.0239,1.0335,1.0428,1.0473,1.0575,1.0535,1.0573,1.0675,1.0788,1.0859,1.0875,1.0950,1.1031,1.1017,1.1044,1.1110,1.1162,1.1208,1.1263,1.1300,1.1337,1.1361,1.1389,1.1381,1.1367,1.1473,1.1478,1.1533,1.1548,1.1553,1.1577,1.1600,1.1611,1.1632,1.1670,1.1669,1.1689,1.1723,1.1747,1.1768,1.1778,1.1795,1.1825,1.1866,1.1874,1.1886,1.1921,1.1947,1.1964,1.1995,1.2022,1.2018,1.2045,1.2064
COc1ccccc1N(CCO)CC(=O)N(CCC(=O)O)CCC(=O)O,COc1cccc(CN(C)C(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)c1,801.1380,788.6190,778.9960,769.7540,759.6550,750.6010,739.9230,730.2900,720.1430,711.3910,700.1410,690.9420,679.9650,670.8130,659.6420,651.2310,639.7650,630.5140,620.8940,610.8010,600.3050,589.7300,580.2690,570.7350,560.6970,550.1720,539.6440,530.4960,520.0310,510.2710,499.2450,490.3100,479.4340,470.0800,459.8650,449.7480,440.3850,429.7850,419.9090,409.5800,399.5240,389.9080,379.8420,369.8610,360.2420,350.3990,340.5990,330.5110,320.1780,310.2110,300.2290,290.4110,280.3790,270.3340,259.6980,249.8810,239.9040,229.9490,220.0360,209.8230,199.8620,189.9900,180.0330,170.0740,160.0980,150.0920,140.0820,130.0540,119.9480,110.0730,100.1570,0.9587,0.9644,0.9779,0.9852,0.9836,0.9866,0.9963,1.0063,1.0145,1.0132,1.0187,1.0246,1.0212,1.0251,1.0286,1.0423,1.0479,1.0481,1.0535,1.0620,1.0668,1.0657,1.0808,1.0869,1.0928,1.0897,1.0985,1.1044,1.1015,1.1094,1.1173,1.1179,1.1273,1.1268,1.1329,1.1349,1.1399,1.1421,1.1479,1.1505,1.1559,1.1681,1.1676,1.1690,1.1668,1.1727,1.1749,1.1780,1.1830,1.1841,1.1868,1.1901,1.1920,1.1991,1.1997,1.2018,1.2051,1.2079,1.2100,1.2135,1.2143,1.2166,1.2180,1.2209,1.2239,1.2248,1.2269,1.2298,1.2314,1.2333,1.2352
